CompiledGCCStatus,RunStatus,Runtime,FileName,Path,FileSize,OutLines
"Yes","0","139",".368368847","Point_Distance_2D_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1230","0"
"Yes","0","0",".007142554","Serpent_CBC_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","14973","0"
"Yes","0","0",".005725251","Schoolbook_Multiplication_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1953","0"
"Yes","0","0",".273901876","Meta_Learning_MAML_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7375","0"
"Yes","0","0",".007862871","Trial_Division_Primality_Check_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2505","0"
"Yes","0","0",".005612034","Art_Gallery_Problem_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4525","0"
"Yes","0","0",".006276952","Random_DAG_Generation_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2780","0"
"Yes","0","0",".005704444","DES_CFB_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","12131","0"
"Yes","0","0",".005578797","Offline_Query_Compression_for_Graphs_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2712","0"
"Yes","0","124","5.001819085","Quadtree_Query_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7235","0"
"Yes","0","0",".007617709","Graph_Acyclicity_Check_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3285","0"
"Yes","0","0",".005741777","GIFT_128_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2870","0"
"No","1","N/A","0","Clustering_Coefficient_Calculation_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3862","0"
"Yes","0","0",".007162329","Graph_Generator_Barabási_Albert_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2992","0"
"No","1","N/A","0","Zone_Computation_in_Arrangement_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5501","0"
"Yes","0","124","5.001697946","DBSCAN_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4332","0"
"Yes","0","139",".317479499","Attention_Mechanism_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4774","0"
"No","1","N/A","0","Quaternion_Rotation_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2509","0"
"Yes","0","0",".504351121","PISO_Algorithm_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","9284","0"
"Yes","0","0",".019762274","Johnson’s_Reweighting_for_All_Pairs_Shortest_Path_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4859","0"
"Yes","0","0",".005898855","Twofish_256_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","9296","0"
"No","1","N/A","0","Temporal_Difference_Learning_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4329","0"
"Yes","0","0",".172818728","Spectral_Density_Estimation_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1463","0"
"Yes","0","0",".007821140","ORYX_Cipher_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2215","0"
"Yes","0","0",".007746694","Knapsack_Problem_Solver_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5328","0"
"Yes","0","0",".122899548","Butterworth_Filter_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2404","0"
"Yes","0","139",".092655482","Multigrid_Benchmark_Kernel_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8478","0"
"Yes","0","0",".246856010","FFT_Benchmark_Kernel_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3717","0"
"Yes","0","0",".005489386","Triangle_Counting_via_Matrix_Multiplication_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1789","0"
"Yes","0","0",".007950288","Subtree_Size_Computation_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2762","0"
"Yes","0","124","5.001589575","TRPO_Trust_Region_Policy_Optimization_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8289","0"
"Yes","0","0",".008338671","Flow_Decomposition_Algorithm_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4644","0"
"Yes","0","139",".344859007","Roe_Riemann_Solver_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4292","0"
"No","1","N/A","0","Wiener_Filter_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2050","0"
"Yes","0","0",".006882072","Modular_Arithmetic_Multiplication_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1376","0"
"Yes","0","0",".377715537","Expectation_Propagation_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6678","0"
"No","1","N/A","0","Minimum_Dominating_Set_Greedy_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3647","0"
"Yes","0","0",".006023098","Bidirectional_Search_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4848","0"
"Yes","0","0",".107469301","Forward_Kinematics_2D_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2207","0"
"No","1","N/A","0","CMA_ES_Covariance_Matrix_Adaptation_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8214","0"
"Yes","0","0",".200179376","Newton_Cotes_Formula_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2920","0"
"No","1","N/A","0","Bounding_Box_Axis_Aligned_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3450","0"
"No","1","N/A","0","Graph_Generator_Erdos_Rényi_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3069","0"
"No","1","N/A","0","Polygon_Boolean_Large_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4345","0"
"Yes","0","0",".007801649","Union_by_Rank_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1598","0"
"Yes","0","0",".008067996","Voronoi_Diagram_Incremental_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3397","0"
"No","1","N/A","0","Gaussian_Naive_Bayes_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6086","0"
"Yes","0","0",".081781012","Disco_Diffusion_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3352","0"
"Yes","0","0",".009643923","Kruskal’s_Minimum_Spanning_Tree_Algorithm_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3594","0"
"Yes","0","139",".217817763","Gaussian_Mixture_Model_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6233","0"
"Yes","0","0",".007863135","Convex_Hull_Jarvis_March_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3482","0"
"Yes","0","0",".005725830","Index_Calculus_Method_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8172","0"
"Yes","0","0",".005820478","Point_on_Line_Test_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4800","0"
"Yes","0","0",".064045920","Numerical_Differentiation_Forward_Difference_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3370","0"
"Yes","0","139",".246733767","SwAV_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5451","0"
"Yes","0","0",".015942146","Pocklington_Primality_Test_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4271","0"
"Yes","0","0",".132669043","Partial_Least_Squares_PLS_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4165","0"
"Yes","0","139",".226228898","Metropolis_Algorithm_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2914","0"
"Yes","0","0",".005279237","GIFT_64_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8338","0"
"Yes","0","0",".096827922","Modified_Euler_Method_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2843","0"
"Yes","0","0",".056544204","Maximum_Bipartite_Matching_via_DFS_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4004","0"
"Yes","0","0",".379815963","ICP_Alignment_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6903","0"
"Yes","0","0",".006480545","Dynamic_Programming_on_DAG_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4521","0"
"Yes","0","0",".007595559","Egyptian_Fraction_Decomposition_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1870","0"
"No","1","N/A","0","CatBoost_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4655","0"
"Yes","0","0",".109656910","Heun_Method_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1967","0"
"No","1","N/A","0","Savitzky_Golay_Filter_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3918","0"
"Yes","0","0",".007643071","Convex_Hull_Streaming_Points_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5953","0"
"Yes","0","0",".011834653","MT5_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4696","0"
"Yes","0","0",".009162236","Heavy_Light_Decomposition_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4006","0"
"Yes","0","0",".007286961","ChaCha20_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2667","0"
"Yes","0","0",".782102515","Fürer’s_Algorithm_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5697","0"
"Yes","0","0",".042826983","Edit_Distance_DP_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2988","0"
"Yes","0","0",".024263728","Union_by_Size_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5158","0"
"Yes","0","0",".007870714","DFS_Tree_Construction_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3261","0"
"Yes","0","139",".328093215","Feature_Matching_Geometry_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3015","0"
"Yes","0","0",".005851732","Boruvka’s_MST_Algorithm_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4752","0"
"Yes","0","0","1.109662460","NASNet_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6633","0"
"Yes","0","0",".006688635","RC5_12_Rounds_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5072","0"
"Yes","0","0",".036246078","Elliptic_Curve_Primality_Proving_ECPP_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5251","0"
"Yes","0","0",".006792885","Lowest_Common_Ancestor_via_Segment_Tree_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4338","0"
"Yes","0","0",".456013266","Metaballs_Surface_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3948","0"
"Yes","0","139",".257624510","HDBSCAN_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","11054","0"
"Yes","0","0",".008421782","Successive_Shortest_Augmenting_Path_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4885","0"
"Yes","0","0",".007950784","Rooted_Tree_Dynamic_Programming_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3050","0"
"No","1","N/A","0","Poisson_Disk_Sampling_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5223","0"
"Yes","0","0",".108588332","MusicLM_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2567","0"
"Yes","0","139",".306337458","Mesh_Normal_Computation_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2317","0"
"Yes","0","139",".360635904","Rayleigh_Quotient_Iteration_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4882","0"
"Yes","0","139",".280125784","Minimum_Spanning_Tree_Geometric_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2154","0"
"Yes","0","0",".005578811","RC2_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6078","0"
"No","1","N/A","0","Lattice_Boltzmann_Method_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8203","0"
"Yes","0","0",".005522769","Distance_Oracle_Construction_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2560","0"
"Yes","0","0",".173565949","Runge_Kutta_4_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1840","0"
"Yes","0","0",".032708408","Reverse_Delete_MST_Algorithm_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3469","0"
"No","1","N/A","0","Partial_Least_Squares_Regression_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8223","0"
"Yes","0","0",".007122914","Blocking_Flow_Construction_Dinic_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3785","0"
"Yes","0","0",".007858415","Minimum_Spanning_Forest_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5824","0"
"Yes","0","0",".160456456","Optuna_TPE_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4600","0"
"Yes","0","0",".007902455","Point_on_Segment_Test_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1562","0"
"No","1","N/A","0","XLNet_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8825","0"
"Yes","0","124","5.002091415","Parallel_Line_Test_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5600","0"
"Yes","0","0",".258740977","Polynomial_Division_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7631","0"
"Yes","0","124","5.001726020","Kronecker_Symbol_Computation_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2254","0"
"Yes","0","0",".599341981","Octree_Query_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4663","0"
"Yes","0","0",".007428352","Polynomial_Multiplication_Naive_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4590","0"
"Yes","0","0",".005824974","LEA_OFB_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3731","0"
"Yes","0","124","5.002114043","Lax_Friedrichs_Scheme_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2405","0"
"Yes","0","134",".082672829","Stable_Marriage_Gale_Shapley_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3379","0"
"Yes","0","0",".352835764","SSD_Single_Shot_Detector_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6634","0"
"Yes","0","0",".008114928","Warshall’s_Transitive_Closure_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2287","0"
"Yes","0","139",".094615348","Graph_Diameter_Estimation_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2185","0"
"Yes","0","0",".005575400","AES_128_CTR_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7787","0"
"Yes","0","0","1.513573061","Recurrent_Neural_Network_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4128","0"
"No","1","N/A","0","Simpson_Three_Eighth_Rule_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1703","0"
"No","1","N/A","0","Swin_Transformer_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8859","0"
"Yes","0","0",".341320002","Voronoi_Diagram_Fortune’s_Algorithm_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5321","0"
"No","1","N/A","0","Graph_Laplacian_Eigen_Solver_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3287","0"
"Yes","0","0",".007381492","Prime_Enumeration_via_Sieve_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2968","0"
"Yes","0","0",".246203188","Configuration_Space_Sampling_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2880","0"
"No","1","N/A","0","One_vs_One_SVM_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5126","0"
"Yes","0","0",".058381116","ACORN_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1905","0"
"Yes","0","139",".290999248","Deep_Convolutional_GAN_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8446","0"
"No","1","N/A","0","Quality_Mesh_Optimization_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4757","0"
"Yes","0","0",".005368915","Preferential_Attachment_Graph_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5805","0"
"Yes","0","0",".477027146","Linear_Discriminant_Classifier_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7619","0"
"Yes","0","0",".016534760","FOX_Safer++_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3420","0"
"Yes","0","0",".005076219","SNOW_2.0_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3482","0"
"Yes","0","139",".198131466","HITS_Algorithm_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2585","0"
"Yes","0","0",".010578998","Longest_Common_Subsequence_DP_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4459","0"
"Yes","0","124","5.001916484","Ray_Mesh_Intersection_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4198","0"
"No","1","N/A","0","AmsGrad_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5828","0"
"Yes","0","0",".007346054","ISAP_K_128_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6634","0"
"Yes","0","0",".124947126","Forward_Euler_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2177","0"
"Yes","0","0","1.399445601","Extended_Kalman_Filter_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5930","0"
"Yes","0","139",".250676041","QR_Decomposition_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2236","0"
"Yes","0","0",".082611787","Fast_Determinant_via_Gaussian_Elimination_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2923","0"
"No","1","N/A","0","Shooting_Method_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4824","0"
"No","1","N/A","0","Bisection_Method_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3196","0"
"Yes","0","0",".029606277","Graph_Line_Graph_Construction_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3115","0"
"Yes","0","0",".007417530","Erosion_Binary_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3096","0"
"Yes","0","124","5.001677685","Russian_Peasant_Multiplication_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1703","0"
"Yes","0","0",".006242617","Offline_Connectivity_Queries_DSU_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3469","0"
"Yes","0","139",".203383460","REINFORCE_Algorithm_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3865","0"
"Yes","0","0",".199443297","CatBoost_Regressor_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6246","0"
"Yes","0","0",".006678208","Topological_Path_Count_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3596","0"
"Yes","0","139",".202594732","QR_Iteration_for_Eigenvalues_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2673","0"
"Yes","0","139",".326375120","Arc_Length_Approximation_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2353","0"
"No","1","N/A","0","Jacobi_Iteration_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3042","0"
"Yes","0","0",".007721697","Midori_128_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4660","0"
"Yes","0","0",".009950909","Degree_Distribution_Estimation_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1926","0"
"No","1","N/A","0","Kalman_Filter_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3516","0"
"Yes","0","139",".323526032","Lanczos_Algorithm_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7905","0"
"No","1","N/A","0","Vision_Transformer_ViT_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7066","0"
"Yes","0","0",".006152628","RC6_128_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5466","0"
"Yes","0","0",".008160173","Bellman_Ford_Algorithm_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4842","0"
"Yes","0","0",".474931911","Proximal_Policy_Optimization_Regressor_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5277","0"
"Yes","0","0",".007874460","CLEFIA_128_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6891","0"
"Yes","0","0",".114750270","Perceiver_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3374","0"
"Yes","0","0","4.046586468","Personalized_PageRank_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4018","0"
"Yes","0","0",".007783246","HC_256_Cipher_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4250","0"
"Yes","0","0",".006792765","SPECK_64_96_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5544","0"
"Yes","0","0",".008307024","Graph_Isomorphism_Nauty_Algorithm_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3680","0"
"Yes","0","0",".234008502","Spectral_Graph_Convolution_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4331","0"
"Yes","0","139",".324590013","Langevin_Dynamics_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4802","0"
"Yes","0","0",".008182996","Tree_Decomposition_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1353","0"
"Yes","0","0",".443632399","Screen_Space_Projection_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2923","0"
"Yes","0","0",".007314230","VMPC_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5081","0"
"Yes","0","0",".007724174","All_Pairs_Shortest_Path_via_Repeated_Dijkstra_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2365","0"
"Yes","0","0",".005888165","Skipjack_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5361","0"
"Yes","0","0",".005687887","Modular_Inverse_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3984","0"
"Yes","0","0",".123853633","Bidirectional_Dijkstra_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4712","0"
"Yes","0","0",".082261928","Cross_Product_3D_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2539","0"
"Yes","0","0",".005903508","Polygon_Convexity_Check_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2472","0"
"No","1","N/A","0","PPO_Proximal_Policy_Optimization_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5573","0"
"No","1","N/A","0","Bezier_Curve_Evaluation_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3175","0"
"Yes","0","0",".015583273","Special_Number_Field_Sieve_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4502","0"
"Yes","0","0","1.698983619","Mesh_Laplacian_Smoothing_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7554","0"
"Yes","0","0",".007010592","XXTEA_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4376","0"
"Yes","0","0",".202918870","Iterative_Refinement_for_Linear_Systems_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3244","0"
"No","1","N/A","0","LSMR_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3502","0"
"Yes","0","0",".005776822","HC_256_80_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5319","0"
"Yes","0","0",".107136384","Closest_Pair_n=100_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1830","0"
"No","1","N/A","0","Levenberg_Marquardt_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6031","0"
"Yes","0","0",".007903012","Series_Parallel_Graph_Check_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3276","0"
"No","1","N/A","0","Whisper_Model_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5925","0"
"Yes","0","0",".029728075","k_d_Tree_k=5_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5742","0"
"No","1","N/A","0","Medial_Axis_Transform_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2775","0"
"Yes","0","0",".007697457","Camellia_256_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5502","0"
"No","1","N/A","0","Network_Simplex_Algorithm_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7621","0"
"No","1","N/A","0","DistilBERT_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","10364","0"
"Yes","0","0",".005494042","Serpent_128_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8753","0"
"Yes","0","0",".006488844","Block_Cut_Tree_Construction_v8.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8235","0"
